0,5,0
1,7,0
2,3,0
3,4,5
4,0,6
5,20,0
6,1,0
7,2,0
8,1,0
9,4,0
10,17,0
11,4,8
12,2,2
13,5,1
14,3,1
15,6,0
16,2,5
17,7,2
18,5,0
19,3,1
20,1,0
21,11,0
22,7,0
23,8,0
24,4,0
25,5,2
26,16,1
27,3,0
28,2,0
29,13,0
30,0,0
31,7,1
32,5,0
33,16,3
34,6,8
35,0,12
36,3,0
37,8,0
38,9,0
39,7,0
40,4,0
41,7,0
42,3,0
43,7,0
44,0,0
45,2,1
46,3,0
47,1,0
48,6,1
49,12,0
50,2,0
51,7,0
52,1,0
53,3,1
54,1,0
55,8,0
56,5,0
57,8,0
58,3,1
59,9,1
60,6,0
61,7,1
62,0,0
63,8,0
64,8,0
65,3,0
66,8,0
67,8,5
68,2,0
69,6,0
70,2,0
71,5,4
72,2,8
73,4,0
74,12,22
75,3,0
76,9,0
77,11,0
78,2,0
79,8,0
80,0,0
81,7,0
82,6,6
83,10,0
84,5,6
85,10,0
86,2,1
87,5,0
88,1,0
89,7,3
90,2,0
91,6,0
92,2,0
93,3,0
94,3,0
95,5,0
96,5,0
97,9,8
98,6,0
99,0,7
100,1,0
101,5,0
102,4,14
103,1,0
104,7,2
105,8,0
106,16,1
107,7,0
108,3,0
109,3,3
110,4,4
111,5,0
112,11,1
113,1,14
114,7,8
115,7,0
116,17,1
117,9,0
118,5,0
119,7,1
120,43,0
121,1,0
122,4,0
123,9,0
124,3,0
125,9,2
126,8,0
127,8,0
128,8,0
129,3,1
130,1,0
131,6,5
132,3,3
133,4,2
134,6,0
135,0,0
136,1,11
137,9,0
138,0,0
139,9,0
140,4,1
141,4,0
142,8,3
143,6,1
144,4,1
145,14,0
146,4,0
147,8,0
148,7,6
149,5,0
150,23,2
151,17,0
152,7,0
153,0,3
154,6,51
155,8,4
156,1,15
157,2,0
158,11,5
159,0,0
160,16,1
161,7,0
162,6,0
163,6,0
164,1,0
165,7,0
166,20,0
167,1,0
168,6,2
169,3,2
170,11,0
171,5,9
172,0,21
173,5,0
174,4,10
175,17,5
176,1,0
177,2,0
178,12,0
179,17,0
180,1,2
181,8,0
182,1,1
183,9,0
184,5,14
185,6,0
186,10,4
187,7,0
188,18,0
189,19,0
190,6,1
191,2,0
192,3,0
193,5,0
194,15,0
195,11,0
196,11,0
197,3,1
198,8,0
199,7,1
200,5,1
201,3,0
202,1,4
203,5,17
204,2,0
205,15,1
206,15,2
207,3,0
208,4,6
209,3,1
210,3,0
211,4,0
212,12,6
213,8,3
214,6,0
215,0,3
216,0,5
217,2,0
218,10,1
219,1,0
220,2,0
221,1,0
222,7,0
223,4,3
224,4,0
225,14,0
226,4,1
227,0,3
228,6,1
229,4,4
230,10,0
231,1,0
232,4,1
233,6,0
234,7,1
235,0,0
236,5,0
237,9,0
238,8,1
239,4,0
240,0,8
241,4,4
242,3,25
243,19,0
244,6,0
245,9,0
246,4,0
247,7,0
248,5,2
249,2,90
250,1,0
251,9,3
252,3,0
253,3,0
254,3,0
255,1,6
256,5,1
257,2,0
258,3,1
259,6,1
260,2,5
261,2,0
262,4,0
263,0,0
264,0,4
265,6,0
266,3,2
267,1,77
268,7,0
269,12,0
270,7,7
271,3,1
272,5,4
273,11,0
274,8,0
275,7,10
276,4,1
277,1,0
278,3,0
279,2,1
280,5,0
281,4,0
282,13,0
283,5,1
284,5,0
285,4,0
286,9,16
287,12,0
288,4,24
289,0,0
290,6,15
291,10,0
292,1,0
293,12,0
294,0,0
295,5,0
296,9,0
297,5,0
298,14,4
299,20,0
300,6,16
301,4,2
302,12,0
303,7,0
304,4,0
305,1,0
306,6,0
307,1,7
308,10,0
309,4,1
310,1,0
311,4,5
312,7,0
313,2,208
314,8,0
315,7,11
316,3,26
317,7,2
318,4,0
319,3,3
320,1,0
321,4,0
322,0,0
323,3,1
324,4,4
325,4,0
326,11,0
327,4,0
328,3,16
329,4,0
330,15,1
331,3,2
332,3,1
333,16,0
334,1,3
335,1,1
336,3,15
337,4,7
338,3,0
339,4,3
340,4,21
341,8,0
342,0,1
343,9,0
344,0,1
345,7,0
346,14,0
347,12,0
348,4,0
349,2,1
350,0,1
351,8,0
352,14,0
353,1,0
354,8,0
355,5,2
356,3,0
357,5,0
358,2,1
359,3,0
360,7,2
361,7,0
362,6,0
363,2,37
364,10,0
365,1,0
366,7,0
367,10,0
368,1,0
369,3,2
370,7,3
371,7,0
372,3,0
373,5,1
374,2,0
375,4,1
376,3,0
377,9,1
378,0,16
379,8,0
380,7,0
381,12,0
382,6,0
383,23,0
384,4,0
385,3,6
386,4,1
387,2,0
388,6,3
389,6,5
390,5,1
391,11,3
392,11,0
393,6,1
394,4,0
395,8,0
396,18,1
397,28,0
398,6,0
399,8,0
400,4,1
401,4,0
402,2,0
403,14,0
404,11,0
405,4,0
406,3,19
407,3,0
408,6,0
409,6,0
410,7,3
411,3,0
412,4,10
413,21,7
414,2,2
415,1,0
416,7,2
417,0,0
418,6,0
419,9,0
420,1,0
421,7,0
422,9,0
423,7,0
424,6,0
425,5,0
426,3,7
427,1,0
428,7,0
429,3,1
430,12,1
431,1,0
432,5,0
433,8,11
434,8,0
435,10,0
436,8,0
437,12,6
438,5,0
439,4,0
440,0,0
441,20,0
442,3,2
443,4,0
444,9,0
445,9,1
446,3,0
447,8,0
448,8,0
449,1,2
450,13,0
451,8,1
452,9,0
453,7,0
454,1,3
455,1,15
456,1,0
457,3,0
458,3,48
459,0,2
460,7,0
461,18,0
462,6,4
463,6,0
464,12,0
465,1,0
466,5,0
467,9,0
468,5,4
469,4,0
470,2,0
471,9,0
472,1,0
473,0,0
474,1,0
475,6,0
476,0,233
477,2,14
478,3,3
479,3,6
480,18,0
481,6,0
482,2,0
483,15,0
484,6,0
485,2,18
486,0,272
487,6,1
488,2,0
489,5,0
490,2,0
491,1,0
492,2,66
493,5,0
494,5,4
495,4,0
496,10,3
497,7,0
498,1,0
499,10,0
500,7,0
501,7,1
502,3,0
503,7,2
504,2,0
505,4,0
506,1,0
507,3,5
508,5,0
509,6,9
510,1,152
511,1,1
512,2,1
513,4,0
514,1,6
515,6,0
516,1,1
517,8,0
518,5,3
519,15,5
520,2,0
521,6,1
522,6,1
523,2,0
524,1,0
525,17,0
526,5,18
527,0,6
528,4,1
529,1,2
530,7,0
531,3,0
532,7,1
533,2,0
534,2,0
535,7,0
536,3,2
537,0,1
538,3,1
539,6,1
540,1,3
541,11,0
542,11,2
543,1,0
544,1,10
545,1,0
546,15,2
547,3,1
548,13,0
549,2,16
550,10,0
551,13,0
552,5,0
553,3,0
554,9,0
555,6,0
556,2,0
557,3,0
558,6,0
559,4,0
560,7,60
561,5,0
562,4,0
563,3,0
564,3,2
565,2,32
566,6,6
567,3,1
568,9,0
569,2,1
570,0,1
571,0,0
572,16,11
573,6,0
574,3,1
575,5,0
576,7,1
577,4,1
578,6,0
579,6,0
580,6,1
581,1,1
582,5,1
583,7,2
584,8,0
585,8,0
586,5,0
587,8,0
588,4,4
589,8,0
590,0,2
591,4,0
592,5,0
593,10,0
594,8,29
595,6,6
596,8,5
597,1,76
598,0,75
599,3,2
600,7,1
601,2,0
602,1,38
603,1,0
604,5,1
605,2,0
606,4,0
607,4,0
608,0,0
609,4,123
610,5,2
611,6,12
612,2,0
613,2,0
614,5,4
615,12,0
616,3,0
617,5,0
618,0,0
619,13,0
620,7,0
621,8,0
622,7,10
623,3,1
624,12,1
625,5,0
626,4,0
627,4,1
628,2,0
629,2,5
630,12,1
631,21,1
632,5,0
633,2,5
634,6,0
635,0,0
636,5,0
637,8,2
638,2,4
639,0,146
