-5833678375673307423,738845194850773558
2027693463582123305,3738968195649774859
1127459907694805235,4738849194894773882
1160326435131345730,7739004195693774975
7259175568841790177,7739004195693774975
-5833678375673307423,-7261194805221226386
-2689200710357900655,-3689337711138901728
-1689319711084901730,-2689200710357900655
-1715880907958721415,-2689200710357900655
1757481363245650831,-1689319711084901730
3804601920633030746,1757481363245650831
-2689200710357900655,2757362362486649844
8592306961204380723,1195896392220930869
-1689319711084901730,4195795391451929480
8257566556637812025,4195795391451929480
1757481363245650831,3195914392210930723
7477964425265621109,3195914392210930723
3804601920633030746,6195781391249929126
6685544489022578691,6195781391249929126
-2190087081896469323,-7128402373671658935
-4287768755595785006,-7128402373671658935
6382915985015043807,-8690124345701380826
6128804744224159220,7756633728210171144
2155175112774869721,4756734728979172533
630831651100348477,3756597728166171300
1127459907694805235,-3247029476127723832
-202658488388760612,-1247043476329724186
7394822415369169180,-1247043476329724186
5502528845814007324,-129145008166137909
-1739559252355167518,1870872991887862017
8057405216243595195,-4129149007954137465
7237193447717198432,-1129282008947139174
-2149884934935655725,-1129282008947139174
-2299947672181109599,-7129272008741138808
4042431966963759443,-8129153007982137565
4313812860434517324,3313675859625516103
2042413966701758841,3313675859625516103
-3388534223137478077,4313812860434517324
-873181404731804450,-8132909213241034354
8257566556637812025,8313816860478517392
-6915348499066159040,8313816860478517392
1757481363245650831,8313816860478517392
1160326435131345730,-8932546057542867495
-3296456675883953898,-6932528057568867609
2269742446020584054,-6932528057568867609
8934878948902408411,-5932391056759866388
-4539885023607921459,8570540777066461619
2919247920214845195,8570540777066461619
-2744606636255106278,-429636223750539488
630831651100348477,-429636223750539488
8690965822342756180,1127459907694805235
7476760589625268543,127578908485806392
-8583893266269238848,5127719909274807567
-2929521564160845391,5127719909274807567
6493581724141198741,-5872443091340192918
root,-1315223959315847746
root,-315342960042848847
-5265476641576484497,-3315241959305847628
-8129153007982137565,-4315378960086848699
-5603787840210684334,-4315378960086848699
-2299947672181109599,9131224113041702374
-6945469483209653697,-1865182682318401776
-7046289575185911002,-5307971550110056052
9131224113041702374,-2307848549279054583
-5932391056759866388,5695691654483839948
-6040061883174458353,5252993787219186549
-8132909213241034354,3253007787485187171
1833966078556927530,-9193714286190364511
-7831006970405086046,-9193714286190364511
-7306785714459703344,-3747151213341814246
3257681557352812938,-3747151213341814246
464098448481254928,810067918938531886
-721980443721545552,-2190087081896469323
3195914392210930723,-9190214082467470004
-8955755936847898358,-9190214082467470004
630831651100348477,7327336430450495350
6382915985015043807,-9119389643029055864
-3315241959305847628,-4115748438709160582
6382915985015043807,-4115748438709160582
821606580646429455,-4115748438709160582
1419888939115658319,-1115593437686158905
6493581724141198741,3884291561362839346
-3026760652624195547,-6655927395515165363
6493581724141198741,-8655945395761165989
-3026760652624195547,-8655945395761165989
1790630374868647951,-8655945395761165989
-3026760652624195547,-3655804394968164826
-8412622048338198339,-212983527176510806
-6754977617002317104,-212983527176510806
827494981788980052,787153473600490253
2269742446020584054,787153473600490253
4917951176751980069,2787171473654490487
1462130073299421617,3787020472867489510
3738968195649774859,2904932941037075699
5726472656163532877,3905069941818076706
-6932528057568867609,5905055941872077172
7065221060437823699,5905055941872077172
-873181404731804450,-5095107059002924325
844641982688873856,-6094988058243923104
1037023387911431229,7347858809625731174
-2727382865693190624,5347872809635730844
198848245836228716,5347872809635730844
7476760589625268543,2347973810368732059
-4685012381295525749,4465753277789317273
3395688050394648705,1462130073299421617
-512794068235242963,-2537905926744578235
-5024074905263842849,-2537905926744578235
6493581724141198741,7473164687826110412
7473164687826110412,-4530635517516786435
2615243982215418774,-4530635517516786435
3698337232083548513,-3530498516767785588
-5024074905263842849,-1412463047763197934
6913268882499481459,3587421951489801185
-3026760652624195547,3587421951489801185
6913268882499481459,2587540952280802350
root,-8412622048338198339
-8164473300321350006,8030347819806455716
root,9030484820615456959
1361918053618377737,8476641588870267502
3698337232083548513,8476641588870267502
3724597838339541191,8476641588870267502
-873181404731804450,7476760589625268543
1790630374868647951,-2523521411748733187
-3517637179126242000,1033816721290613934
-4966205278807386328,-3966324279534387421
-8655945395761165989,-4966205278807386328
3040328401474530651,-1966338279544387275
-807273409165680991,-1966338279544387275
-5221193982773845879,-2966187278753386350
-6059457345737298880,-2966187278753386350
3257681557352812938,-8966465280115387956
-6289779852907129222,2919541457568923211
6179724419779689236,1919404456791921936
1127459907694805235,-5091735158287767326
-5163066325262054561,-5091735158287767326
-7389439858234957818,-9091771158315767194
-641296879189318453,-8091634157538766119
-3097968439743765133,-8091634157538766119
4019630484311065906,-8091634157538766119
7278414220583882776,-641296879189318453
-2841676129656881967,1358721120864681533
-8955755936847898358,2358602120077680332
-4200589112729926854,2358602120077680332
-5312820382794140407,2358602120077680332
1462130073299421617,7358743120658680867
9046073171251654509,8794289579418543667
-4047806587665289083,8794289579418543667
5905055941872077172,-3652432494449008463
-5932391056759866388,-205887421398457440
-3171150797683574404,-205887421398457440
787153473600490253,794249579378543643
5905055941872077172,794249579378543643
4195795391451929480,4351331710881888756
-5265476641576484497,4351331710881888756
6493581724141198741,-766570757389698163
-7986077887193730895,-766570757389698163
-5932391056759866388,233310241887300764
-7578315642593364536,1233447242664302071
-8129153007982137565,6233332241905300962
-2288652390863265229,-4209647626717354471
2460528390051567153,-4209647626717354471
-5024074905263842849,7237193447717198432
root,-8209651626505353779
root,1790630374868647951
-873181404731804450,8697050490955193511
-512794068235242963,4697014490911193675
4960981578552030421,3696877490134192400
-4847411431971122436,-2749566582179357212
